transaction_id,card_id,transaction_date,station_country_code,product_type,volume,net_amount_local,vat_amount_local,gross_amount_local,exchange_rate_eur
102634,2485,4/8/2026,NL,ADBLUE,75.4,420.04,96.61,516.65,1
102635,2486,3/11/2026,ES,ADBLUE,85.78,489.43,112.57,602.00,1
102636,2487,2/4/2026,PT,DIESEL,21.29,95.68,22.01,117.69,1
102637,2488,4/4/2026,IT,ADBLUE,297.28,1304.54,300.04,1604.58,1
102638,2489,3/28/2026,GR,LPG,394.69,1837.74,422.68,2260.42,1
102639,2490,1/28/2026,DK,DIESEL,183.23,1032.99,237.59,1270.58,0.5
102640,2491,4/2/2026,SE,ADBLUE,323.4,1386.67,318.93,1705.60,0.5
102641,2492,2/20/2026,NO,LPG,357.77,1458.87,335.54,1794.41,0.5
102642,2493,3/2/2026,FI,PETROL,392.44,1909.42,439.17,2348.59,1
102643,2494,4/1/2026,EE,DIESEL,65.77,330.86,76.1,406.96,1
102644,2495,3/9/2026,LV,LPG,385.55,1940.35,446.28,2386.63,1
102645,2496,2/4/2026,LT,DIESEL,335.69,1699.82,390.96,2090.78,1
102646,2497,3/3/2026,RO,PETROL,110.87,615.89,141.65,757.54,0.5
102647,2498,4/7/2026,BG,DIESEL,141.32,619.82,142.56,762.38,0.5
102648,2499,1/18/2026,SI,PETROL,34.88,192.36,44.24,236.60,1
102649,2500,4/1/2026,HR,LPG,134.44,545.48,125.46,670.94,1
102651,2002,1/18/2026,DE,LPG,168.65,798.57,183.67,982.24,1
102652,2003,4/3/2026,CZ,ADBLUE,309.84,1460.4,335.89,1796.29,0.040871
102653,2004,3/5/2026,CH,DIESEL,84.46,416,95.68,511.68,1.080868
102654,2005,3/7/2026,SK,ADBLUE,134.38,576.4,132.57,708.97,1
102655,2006,3/25/2026,HU,DIESEL,23.19,108.62,24.98,133.60,0.002669
102656,2007,1/31/2026,AT,PETROL,26.69,113.85,26.19,140.04,1
102657,2008,2/15/2026,FR,DIESEL,252.41,1089.97,250.69,1340.66,1
102658,2009,3/8/2026,BE,LPG,96.88,418.6,96.28,514.88,1
102659,2010,2/1/2026,NL,PETROL,126.49,588.69,135.4,724.09,1
102660,2011,2/4/2026,ES,PETROL,407.68,2179.2,501.22,2680.42,1
102661,2012,3/7/2026,PT,ADBLUE,372.61,1803.11,414.72,2217.83,1
102662,2013,3/19/2026,IT,ADBLUE,125.01,727.84,167.4,895.24,1
102663,2014,3/17/2026,GR,ADBLUE,303.54,1345.62,309.49,1655.11,1
102664,2015,3/25/2026,DK,LPG,331.61,1914.43,440.32,2354.75,0.5
102665,2016,3/3/2026,SE,PETROL,109.02,490.73,112.87,603.60,0.5
102666,2017,2/10/2026,NO,ADBLUE,61.15,340.22,78.25,418.47,0.5
102667,2018,3/7/2026,FI,DIESEL,60.64,269.31,61.94,331.25,1
102668,2019,2/27/2026,EE,LPG,243.03,1091.99,251.16,1343.15,1
102669,2020,1/23/2026,LV,DIESEL,368.7,1958.71,450.5,2409.21,1
102671,2022,3/21/2026,RO,LPG,247.78,1213.48,279.1,1492.58,0.5
102672,2023,3/4/2026,BG,DIESEL,245.5,1108.74,255.01,1363.75,0.5
102673,2024,4/15/2026,SI,DIESEL,30.21,172.98,39.79,212.77,1
102674,2025,2/17/2026,HR,LPG,410.14,1985.67,456.7,2442.37,1
102675,2026,1/18/2026,PL,PETROL,327.85,1399.05,321.78,1720.83,0.233155
102676,2027,1/29/2026,DE,ADBLUE,304.51,1673.85,384.99,2058.84,1
102677,2028,4/13/2026,CZ,LPG,311.43,1310.49,301.41,1611.90,0.039505
102678,2029,4/10/2026,CH,PETROL,132.2,652.47,150.07,802.54,1.098465
102679,2030,4/13/2026,SK,LPG,202.13,1055.8,242.83,1298.63,1
102680,2031,2/10/2026,HU,LPG,397.36,1765.96,406.17,2172.13,0.00259
102681,2032,4/8/2026,AT,PETROL,109.27,567.4,130.5,697.90,1
102682,2033,1/20/2026,FR,ADBLUE,320.33,1745.9,401.56,2147.46,1
102683,2034,4/12/2026,BE,ADBLUE,166.08,868.34,199.72,1068.06,1
102684,2035,1/18/2026,NL,DIESEL,416.77,2136.78,491.46,2628.24,1
102685,2036,3/22/2026,ES,DIESEL,378.76,2254.06,518.43,2772.49,1
102686,2037,4/5/2026,PT,DIESEL,28.05,129.52,29.79,159.31,1
102687,2038,3/25/2026,IT,DIESEL,333.5,1716.95,394.9,2111.85,1
102688,2039,2/13/2026,GR,DIESEL,330.91,1896.54,436.2,2332.74,1
102689,2040,4/2/2026,DK,LPG,308.2,1831.16,421.17,2252.33,0.5
102691,2042,1/19/2026,NO,DIESEL,77.5,448.17,103.08,551.25,0.5
102692,2043,1/18/2026,FI,PETROL,65.64,382.17,87.9,470.07,1
102693,2044,3/6/2026,EE,DIESEL,168.39,960.09,220.82,1180.91,1
102694,2045,4/9/2026,LV,PETROL,310.3,1252.27,288.02,1540.29,1
102695,2046,3/15/2026,LT,DIESEL,387.38,2163.32,497.56,2660.88,1
102696,2047,2/23/2026,RO,DIESEL,113.75,558.7,128.5,687.20,0.5
102697,2048,1/16/2026,BG,ADBLUE,357.12,1662.03,382.27,2044.30,0.5
102698,2049,1/25/2026,SI,DIESEL,255.19,1395.68,321.01,1716.69,1
102699,2050,3/18/2026,HR,PETROL,378.65,1566.87,360.38,1927.25,1
102700,2051,1/23/2026,PL,DIESEL,380.37,2106.92,484.59,2591.51,0.231356
102701,2052,2/21/2026,DE,PETROL,335.05,1898.96,436.76,2335.72,1
102702,2053,2/5/2026,CZ,DIESEL,257.83,1129.98,259.9,1389.88,0.038318
102703,2054,2/11/2026,CH,PETROL,391.97,2071.8,476.51,2548.31,1.085861
102704,2055,3/31/2026,SK,DIESEL,207.42,852.21,196.01,1048.22,1
102705,2056,3/8/2026,HU,DIESEL,49,254.27,58.48,312.75,0.002694
102706,2057,4/15/2026,AT,LPG,91.26,532.59,122.5,655.09,1
102707,2058,3/13/2026,FR,DIESEL,349.46,1536.22,353.33,1889.55,1
102708,2059,2/18/2026,BE,LPG,301.04,1318.96,303.36,1622.32,1
102709,2060,4/2/2026,NL,LPG,64.34,340.91,78.41,419.32,1
102711,2062,2/19/2026,PT,LPG,234.14,1311.19,301.57,1612.76,1
102712,2063,1/24/2026,IT,LPG,131.05,655.87,150.85,806.72,1
102713,2064,3/30/2026,GR,DIESEL,310.37,1336.97,307.5,1644.47,1
102714,2065,3/21/2026,DK,PETROL,57.84,313.72,72.16,385.88,0.5
102715,2066,3/2/2026,SE,LPG,201.07,902.38,207.55,1109.93,0.5
102716,2067,3/29/2026,NO,ADBLUE,85.74,462.19,106.3,568.49,0.5
102717,2068,1/18/2026,FI,LPG,419.44,1857.75,427.28,2285.03,1
102718,2069,2/8/2026,EE,DIESEL,46.38,240.71,55.36,296.07,1
102719,2070,3/12/2026,LV,DIESEL,126.35,560.61,128.94,689.55,1
102720,2071,1/20/2026,LT,DIESEL,198.36,827.84,190.4,1018.24,1
102721,2072,1/21/2026,RO,LPG,203.31,916.91,210.89,1127.80,0.5
102722,2073,2/11/2026,BG,DIESEL,362.27,1900.32,437.07,2337.39,0.5
102723,2074,1/17/2026,SI,ADBLUE,181.81,808.54,185.96,994.50,1
102724,2075,2/1/2026,HR,DIESEL,252.21,1295.87,298.05,1593.92,1
102725,2076,3/12/2026,PL,DIESEL,319.53,1480.75,340.57,1821.32,0.231882
102726,2077,3/2/2026,DE,DIESEL,186.77,1083.34,249.17,1332.51,1
102727,2078,1/26/2026,CZ,DIESEL,393.55,1968.11,452.67,2420.78,0.040499
102728,2079,2/22/2026,CH,DIESEL,352.23,1567.89,360.61,1928.50,1.086601
102729,2080,2/14/2026,SK,DIESEL,308.91,1624.09,373.54,1997.63,1
102731,2082,3/17/2026,AT,LPG,418.94,1848.05,425.05,2273.10,1
102732,2083,3/19/2026,FR,ADBLUE,208.42,852.1,195.98,1048.08,1
102733,2084,3/15/2026,BE,DIESEL,66.89,334.99,77.05,412.04,1
102734,2085,3/15/2026,NL,LPG,359.19,1642.15,377.69,2019.84,1
102735,2086,3/21/2026,ES,DIESEL,82.86,381.01,87.63,468.64,1
102736,2087,3/14/2026,PT,ADBLUE,368.34,1525.25,350.81,1876.06,1
102737,2088,2/3/2026,IT,DIESEL,254.24,1516.64,348.83,1865.47,1
102738,2089,3/27/2026,GR,ADBLUE,398.4,2222.59,511.2,2733.79,1
102739,2090,2/13/2026,DK,ADBLUE,254.13,1243.53,286.01,1529.54,0.5
102740,2091,2/18/2026,SE,ADBLUE,418.17,2137.26,491.57,2628.83,0.5
102741,2092,3/25/2026,NO,ADBLUE,387.14,1702.96,391.68,2094.64,0.5
102742,2093,3/5/2026,FI,LPG,229.72,1208.82,278.03,1486.85,1
102743,2094,2/25/2026,EE,ADBLUE,355.93,2089.7,480.63,2570.33,1
102744,2095,2/23/2026,LV,DIESEL,239.3,1435.25,330.11,1765.36,1
102745,2096,3/22/2026,LT,PETROL,335.11,1378.19,316.98,1695.17,1
102746,2097,2/17/2026,RO,DIESEL,233.85,1115.83,256.64,1372.47,0.5
102747,2098,3/3/2026,BG,DIESEL,226.48,1206.51,277.5,1484.01,0.5
102748,2099,2/26/2026,SI,PETROL,396.88,1964.62,451.86,2416.48,1
102749,2100,3/24/2026,HR,ADBLUE,413.58,1944.98,447.35,2392.33,1
102751,2102,3/31/2026,DE,LPG,380.7,1973.95,454.01,2427.96,1
102752,2103,2/27/2026,CZ,ADBLUE,164.16,854.79,196.6,1051.39,0.038986
102753,2104,3/23/2026,CH,LPG,383.76,2138.13,491.77,2629.90,1.048049
102754,2105,4/15/2026,SK,DIESEL,228.38,1351.96,310.95,1662.91,1
102755,2106,4/10/2026,HU,DIESEL,408.71,1905.93,438.36,2344.29,0.002533
102756,2107,3/3/2026,AT,PETROL,411.11,2466.05,567.19,3033.24,1
102757,2108,1/29/2026,FR,ADBLUE,146.61,773.32,177.86,951.18,1
102758,2109,2/17/2026,BE,DIESEL,261.85,1477.08,339.73,1816.81,1
102759,2110,3/28/2026,NL,LPG,103.78,475.58,109.38,584.96,1
102760,2111,1/23/2026,ES,PETROL,228.85,1336.45,307.38,1643.83,1
102761,2112,3/25/2026,PT,ADBLUE,149.55,871.95,200.55,1072.50,1
102762,2113,2/13/2026,IT,PETROL,171.77,1014.23,233.27,1247.50,1
102763,2114,2/14/2026,GR,PETROL,319.48,1879.44,432.27,2311.71,1
102764,2115,3/13/2026,DK,PETROL,176.43,757.25,174.17,931.42,0.5
102765,2116,3/14/2026,SE,LPG,320.41,1506.81,346.57,1853.38,0.5
102766,2117,2/15/2026,NO,ADBLUE,209.34,969.03,222.88,1191.91,0.5
102767,2118,2/24/2026,FI,DIESEL,326.03,1533.18,352.63,1885.81,1
102768,2119,3/30/2026,EE,ADBLUE,26.31,122.32,28.13,150.45,1
102769,2120,1/25/2026,LV,LPG,394.48,1645.3,378.42,2023.72,1
102771,2122,1/28/2026,RO,DIESEL,293.55,1378.61,317.08,1695.69,0.5
102772,2123,4/11/2026,BG,DIESEL,198.29,849.99,195.5,1045.49,0.5
102773,2124,4/12/2026,SI,DIESEL,205.96,1084.2,249.37,1333.57,1
102774,2125,3/21/2026,HR,PETROL,409.18,2348.68,540.2,2888.88,1
102775,2126,4/1/2026,PL,PETROL,79,345.4,79.44,424.84,0.222738
102776,2127,3/28/2026,DE,ADBLUE,87.88,482.35,110.94,593.29,1
102777,2128,2/11/2026,CZ,PETROL,142.35,576.83,132.67,709.50,0.039436
102778,2129,4/13/2026,CH,DIESEL,204.94,1098.69,252.7,1351.39,1.05078
102779,2130,2/14/2026,SK,DIESEL,145.64,787.62,181.15,968.77,1
102780,2131,3/29/2026,HU,ADBLUE,20.5,116.56,26.81,143.37,0.002637
102781,2132,3/7/2026,AT,PETROL,58.63,305.92,70.36,376.28,1
102782,2133,2/13/2026,FR,PETROL,74.33,416.95,95.9,512.85,1
102783,2134,3/12/2026,BE,PETROL,247.24,1040.14,239.23,1279.37,1
102784,2135,3/20/2026,NL,DIESEL,215.4,1102.41,253.55,1355.96,1
102785,2136,2/1/2026,ES,LPG,417.77,2496.66,574.23,3070.89,1
102786,2137,3/24/2026,PT,ADBLUE,386.96,1564.82,359.91,1924.73,1
102787,2138,3/29/2026,IT,DIESEL,26.65,158.5,36.46,194.96,1
102788,2139,4/2/2026,GR,DIESEL,182.21,792.41,182.25,974.66,1
102789,2140,2/24/2026,DK,DIESEL,359.54,1711.75,393.7,2105.45,0.5
102791,2142,1/16/2026,NO,DIESEL,370.35,1656.43,380.98,2037.41,0.5
102792,2143,3/31/2026,FI,LPG,222.68,1271.91,292.54,1564.45,1
102793,2144,3/16/2026,EE,LPG,113.89,673.26,154.85,828.11,1
102794,2145,2/13/2026,LV,ADBLUE,36.29,151.82,34.92,186.74,1
102795,2146,1/31/2026,LT,DIESEL,23.44,127.03,29.22,156.25,1
102796,2147,1/24/2026,RO,ADBLUE,22.31,92.61,21.3,113.91,0.5
102797,2148,2/13/2026,BG,LPG,206.01,1020.97,234.82,1255.79,0.5
102798,2149,3/14/2026,SI,DIESEL,411.79,2180.89,501.6,2682.49,1
102799,2150,1/23/2026,HR,LPG,342.58,1957.62,450.25,2407.87,1
102800,2151,2/20/2026,PL,DIESEL,45.74,228.95,52.66,281.61,0.229168
102801,2152,3/21/2026,DE,PETROL,150.81,755.97,173.87,929.84,1
102802,2153,2/8/2026,CZ,ADBLUE,71.34,403.7,92.85,496.55,0.040694
102803,2154,3/3/2026,CH,DIESEL,396.17,2040.56,469.33,2509.89,1.096271
102804,2155,1/30/2026,SK,DIESEL,88.61,491.37,113.02,604.39,1
102805,2156,2/22/2026,HU,DIESEL,370.82,1934.68,444.98,2379.66,0.002464
102806,2157,3/24/2026,AT,DIESEL,290.42,1448.02,333.04,1781.06,1
102807,2158,3/14/2026,FR,PETROL,162.18,683.96,157.31,841.27,1
102808,2159,3/9/2026,BE,DIESEL,90.05,510.77,117.48,628.25,1
102809,2160,2/20/2026,NL,PETROL,231.18,1107.59,254.75,1362.34,1
102811,2162,2/23/2026,PT,LPG,40,168.54,38.76,207.30,1
102812,2163,2/9/2026,IT,PETROL,312.87,1733.57,398.72,2132.29,1
102813,2164,1/23/2026,GR,PETROL,131.43,534.21,122.87,657.08,1
102814,2165,3/9/2026,DK,DIESEL,302.13,1410.56,324.43,1734.99,0.5
102815,2166,4/9/2026,SE,DIESEL,158.99,830.72,191.07,1021.79,0.5
102816,2167,3/25/2026,NO,ADBLUE,286.24,1509.03,347.08,1856.11,0.5
102817,2168,3/30/2026,FI,ADBLUE,276.54,1156.52,266,1422.52,1
102818,2169,4/9/2026,EE,DIESEL,369.54,1925.32,442.82,2368.14,1
102819,2170,1/16/2026,LV,ADBLUE,23.68,109.58,25.2,134.78,1
102820,2171,2/27/2026,LT,LPG,359.92,1738.26,399.8,2138.06,1
102821,2172,4/12/2026,RO,LPG,369.29,2124.74,488.69,2613.43,0.5
102822,2173,2/16/2026,BG,LPG,281.88,1331.71,306.29,1638.00,0.5
102823,2174,3/23/2026,SI,LPG,318.97,1603.65,368.84,1972.49,1
102824,2175,1/23/2026,HR,PETROL,109.62,538.45,123.84,662.29,1
102825,2176,1/26/2026,PL,PETROL,352.79,1764.24,405.78,2170.02,0.234837
102826,2177,4/5/2026,DE,DIESEL,356.81,1899.16,436.81,2335.97,1
102827,2178,2/1/2026,CZ,PETROL,295.43,1208.84,278.03,1486.87,0.038139
102828,2179,3/7/2026,CH,DIESEL,154.84,753.76,173.36,927.12,1.055607
102829,2180,2/3/2026,SK,LPG,233.4,963.05,221.5,1184.55,1
102831,2182,3/26/2026,AT,ADBLUE,167.84,760.04,174.81,934.85,1
102832,2183,3/24/2026,FR,PETROL,245.57,1132.52,260.48,1393.00,1
102833,2184,2/23/2026,BE,DIESEL,394.6,1648.68,379.2,2027.88,1
102834,2185,4/4/2026,NL,LPG,41.3,211.89,48.73,260.62,1
102835,2186,3/10/2026,ES,LPG,404.62,1996.91,459.29,2456.20,1
102836,2187,2/16/2026,PT,DIESEL,158.44,771.16,177.37,948.53,1
102837,2188,3/27/2026,IT,DIESEL,169.36,773.81,177.98,951.79,1
102838,2189,2/3/2026,GR,LPG,194.49,1133.56,260.72,1394.28,1
102839,2190,3/3/2026,DK,DIESEL,403.65,2299.93,528.98,2828.91,0.5
102840,2191,3/22/2026,SE,DIESEL,294.28,1265.44,291.05,1556.49,0.5
102841,2192,2/1/2026,NO,LPG,368.27,1790.58,411.83,2202.41,0.5
102842,2193,2/8/2026,FI,ADBLUE,378.62,2105.05,484.16,2589.21,1
102843,2194,4/15/2026,EE,DIESEL,341.78,1793.9,412.6,2206.50,1
102844,2195,2/18/2026,LV,LPG,112.78,659.36,151.65,811.01,1
102845,2196,2/13/2026,LT,DIESEL,54,287.1,66.03,353.13,1
102846,2197,2/25/2026,RO,DIESEL,239.12,1337.42,307.61,1645.03,0.5
102847,2198,2/12/2026,BG,PETROL,252.89,1125.08,258.77,1383.85,0.5
102848,2199,2/24/2026,SI,DIESEL,98.35,525.75,120.92,646.67,1
102849,2200,2/15/2026,HR,PETROL,128.42,767.73,176.58,944.31,1
102851,2202,1/27/2026,DE,PETROL,372.3,2096.81,482.27,2579.08,1
102852,2203,2/17/2026,CZ,DIESEL,131.65,550.44,126.6,677.04,0.038434
102853,2204,2/22/2026,CH,LPG,133.49,600.57,138.13,738.70,1.080783
102854,2205,3/8/2026,SK,DIESEL,378.86,2126.38,489.07,2615.45,1
102855,2206,1/25/2026,HU,PETROL,40.07,196.12,45.11,241.23,0.00255
102856,2207,3/19/2026,AT,LPG,400.46,1836.52,422.4,2258.92,1
102857,2208,2/27/2026,FR,DIESEL,283.99,1466.84,337.37,1804.21,1
102858,2209,2/27/2026,BE,ADBLUE,117.05,549.24,126.33,675.57,1
102859,2210,3/5/2026,NL,ADBLUE,183.11,891.47,205.04,1096.51,1
102860,2211,2/7/2026,ES,ADBLUE,32.37,142.12,32.69,174.81,1
102861,2212,3/19/2026,PT,DIESEL,96.66,514.86,118.42,633.28,1
102862,2213,2/7/2026,IT,PETROL,403.02,1919.63,441.51,2361.14,1
102863,2214,2/24/2026,GR,LPG,37.23,174.99,40.25,215.24,1
102864,2215,3/24/2026,DK,DIESEL,410.92,2020.41,464.69,2485.10,0.5
102865,2216,4/11/2026,SE,ADBLUE,181.01,930.15,213.93,1144.08,0.5
102866,2217,2/20/2026,NO,ADBLUE,418.23,1921.23,441.88,2363.11,0.5
102867,2218,1/24/2026,FI,PETROL,396.29,2363.67,543.64,2907.31,1
102868,2219,3/11/2026,EE,PETROL,24.81,107.29,24.68,131.97,1
102869,2220,3/5/2026,LV,PETROL,355.5,1626.03,373.99,2000.02,1
102871,2222,1/31/2026,RO,ADBLUE,364.96,1927.83,443.4,2371.23,0.5
102872,2223,2/12/2026,BG,ADBLUE,225.37,1281.65,294.78,1576.43,0.5
102873,2224,4/16/2026,SI,PETROL,270.36,1211.69,278.69,1490.38,1
102874,2225,4/10/2026,HR,ADBLUE,299.45,1216.28,279.74,1496.02,1
102875,2226,3/14/2026,PL,ADBLUE,360.23,1609.69,370.23,1979.92,0.221306
102876,2227,3/8/2026,DE,PETROL,25.35,135.32,31.12,166.44,1
102877,2228,3/24/2026,CZ,LPG,218.32,1123.82,258.48,1382.30,0.038647
102878,2229,4/7/2026,CH,ADBLUE,189.97,880.84,202.59,1083.43,1.056604
102879,2230,2/21/2026,SK,ADBLUE,20.61,82.59,19,101.59,1
102880,2231,2/27/2026,HU,ADBLUE,396.62,1736.46,399.39,2135.85,0.002605
102881,2232,2/5/2026,AT,ADBLUE,43.73,202,46.46,248.46,1
102882,2233,4/13/2026,FR,ADBLUE,24.6,98.8,22.72,121.52,1
102883,2234,1/19/2026,BE,DIESEL,119.82,689.2,158.52,847.72,1
102884,2235,2/20/2026,NL,DIESEL,314.18,1757.01,404.11,2161.12,1
102885,2236,4/12/2026,ES,LPG,381.42,2261.94,520.25,2782.19,1
102886,2237,3/30/2026,PT,LPG,136.38,702,161.46,863.46,1
102887,2238,4/16/2026,IT,PETROL,81.71,342.12,78.69,420.81,1
102888,2239,2/6/2026,GR,PETROL,42.13,183.01,42.09,225.10,1
102889,2240,2/18/2026,DK,DIESEL,23.36,124.05,28.53,152.58,0.5
102891,2242,2/12/2026,NO,DIESEL,108.67,546.22,125.63,671.85,0.5
102892,2243,3/22/2026,FI,DIESEL,358.39,1489.36,342.55,1831.91,1
102893,2244,3/19/2026,EE,PETROL,312.17,1660.53,381.92,2042.45,1
102894,2245,4/3/2026,LV,LPG,111.1,648.35,149.12,797.47,1
102895,2246,3/5/2026,LT,DIESEL,333.96,1561.59,359.17,1920.76,1
102896,2247,1/29/2026,RO,PETROL,36.24,208.45,47.94,256.39,0.5
102897,2248,2/8/2026,BG,DIESEL,103.49,555.44,127.75,683.19,0.5
102898,2249,2/28/2026,SI,PETROL,319.19,1396.35,321.16,1717.51,1
102899,2250,1/21/2026,HR,ADBLUE,68.23,359.32,82.64,441.96,1
102900,2251,2/16/2026,PL,PETROL,374.78,1978.86,455.14,2434.00,0.220546
102901,2252,3/5/2026,DE,PETROL,390.41,1923.01,442.29,2365.30,1
102902,2253,2/16/2026,CZ,ADBLUE,284.08,1665.46,383.06,2048.52,0.039063
102903,2254,1/22/2026,CH,PETROL,271.18,1143.95,263.11,1407.06,1.099586
102904,2255,3/24/2026,SK,DIESEL,151.33,647.76,148.98,796.74,1
102905,2256,4/1/2026,HU,ADBLUE,278.31,1537.8,353.69,1891.49,0.002659
102906,2257,3/27/2026,AT,ADBLUE,382.3,1609.27,370.13,1979.40,1
102907,2258,3/14/2026,FR,LPG,86.45,512.68,117.92,630.60,1
102908,2259,4/9/2026,BE,PETROL,404.7,2376.68,546.64,2923.32,1
102909,2260,1/26/2026,NL,DIESEL,86.73,411.84,94.72,506.56,1
102911,2262,1/19/2026,PT,DIESEL,312.71,1324.92,304.73,1629.65,1
102912,2263,2/1/2026,IT,DIESEL,207.95,965.03,221.96,1186.99,1
102913,2264,3/4/2026,GR,DIESEL,22.71,99.4,22.86,122.26,1
102914,2265,2/7/2026,DK,DIESEL,327.9,1781.86,409.83,2191.69,0.5
102915,2266,2/25/2026,SE,ADBLUE,138.27,744.91,171.33,916.24,0.5
102916,2267,1/27/2026,NO,LPG,186.88,933.33,214.67,1148.00,0.5
102917,2268,3/29/2026,FI,ADBLUE,202.47,973.44,223.89,1197.33,1
102918,2269,2/9/2026,EE,PETROL,390.57,1675.92,385.46,2061.38,1
102919,2270,3/4/2026,LV,PETROL,81.35,468.55,107.77,576.32,1
102920,2271,2/2/2026,LT,LPG,265.99,1460.79,335.98,1796.77,1
102921,2272,3/6/2026,RO,LPG,276.1,1135.91,261.26,1397.17,0.5
102922,2273,1/23/2026,BG,DIESEL,293.6,1437.7,330.67,1768.37,0.5
102923,2274,2/9/2026,SI,DIESEL,43.36,186.19,42.82,229.01,1
102924,2275,3/4/2026,HR,DIESEL,223.84,900.63,207.14,1107.77,1
102925,2276,1/31/2026,PL,DIESEL,92.77,435.51,100.17,535.68,0.234364
102926,2277,3/4/2026,DE,DIESEL,208.17,1155.51,265.77,1421.28,1
102927,2278,3/3/2026,CZ,PETROL,93.9,505.31,116.22,621.53,0.041546
102928,2279,3/12/2026,CH,DIESEL,49.44,246.46,56.69,303.15,1.09886
102929,2280,3/6/2026,SK,DIESEL,20.73,92.65,21.31,113.96,1
102931,2282,2/9/2026,AT,ADBLUE,101.88,594.57,136.75,731.32,1
102932,2283,3/24/2026,FR,DIESEL,147.99,596.01,137.08,733.09,1
102933,2284,2/21/2026,BE,ADBLUE,261.33,1513.84,348.18,1862.02,1
102934,2285,3/30/2026,NL,ADBLUE,280.09,1270.01,292.1,1562.11,1
102935,2286,2/1/2026,ES,DIESEL,51.23,293.87,67.59,361.46,1
102936,2287,1/17/2026,PT,ADBLUE,118,684.95,157.54,842.49,1
102937,2288,3/11/2026,IT,PETROL,90.01,420.33,96.68,517.01,1
102938,2289,1/19/2026,GR,LPG,331.85,1619.94,372.59,1992.53,1
102939,2290,3/25/2026,DK,DIESEL,34.52,195.86,45.05,240.91,0.5
102940,2291,3/22/2026,SE,LPG,117.86,569.47,130.98,700.45,0.5
102941,2292,1/31/2026,NO,DIESEL,358.09,1799.53,413.89,2213.42,0.5
102942,2293,3/15/2026,FI,PETROL,199.16,1105.59,254.29,1359.88,1
102943,2294,3/11/2026,EE,ADBLUE,408.65,2372.68,545.72,2918.40,1
102944,2295,1/29/2026,LV,DIESEL,353.33,1883.15,433.12,2316.27,1
102945,2296,2/1/2026,LT,PETROL,32.73,147.28,33.87,181.15,1
102946,2297,3/28/2026,RO,LPG,22.07,128.89,29.64,158.53,0.5
102947,2298,1/30/2026,BG,DIESEL,144.52,832.48,191.47,1023.95,0.5
102948,2299,1/22/2026,SI,DIESEL,373.58,1606.25,369.44,1975.69,1
102949,2300,2/21/2026,HR,PETROL,20.27,119.57,27.5,147.07,1
102951,2302,2/16/2026,DE,LPG,378.16,2114.18,486.26,2600.44,1
102952,2303,1/22/2026,CZ,ADBLUE,148.39,643.08,147.91,790.99,0.041948
102953,2304,2/28/2026,CH,DIESEL,32.79,151.68,34.89,186.57,1.04841
102954,2305,2/2/2026,SK,ADBLUE,108.7,527.39,121.3,648.69,1
102955,2306,2/23/2026,HU,LPG,198.63,1136.82,261.47,1398.29,0.002463
102956,2307,2/21/2026,AT,PETROL,114.21,503.82,115.88,619.70,1
102957,2308,3/4/2026,FR,DIESEL,361.67,1571.08,361.35,1932.43,1
102958,2309,3/21/2026,BE,ADBLUE,404.05,2384.39,548.41,2932.80,1
102959,2310,3/2/2026,NL,DIESEL,306.89,1274.81,293.21,1568.02,1
102960,2311,1/17/2026,ES,DIESEL,255.76,1151.64,264.88,1416.52,1
102961,2312,3/3/2026,PT,DIESEL,51.98,271.9,62.54,334.44,1
102962,2313,3/16/2026,IT,DIESEL,327.49,1922.15,442.09,2364.24,1
102963,2314,3/24/2026,GR,LPG,48.66,266.17,61.22,327.39,1
102964,2315,3/11/2026,DK,DIESEL,255.12,1244.72,286.29,1531.01,0.5
102965,2316,2/25/2026,SE,PETROL,162.63,877.05,201.72,1078.77,0.5
102966,2317,2/7/2026,NO,ADBLUE,96,535.84,123.24,659.08,0.5
102967,2318,3/23/2026,FI,LPG,344.65,2018.02,464.14,2482.16,1
102968,2319,3/22/2026,EE,DIESEL,410.09,2039.19,469.01,2508.20,1
102969,2320,3/27/2026,LV,DIESEL,285.43,1341.01,308.43,1649.44,1
102971,2322,4/6/2026,RO,LPG,396.46,1915.16,440.49,2355.65,0.5
102972,2323,3/17/2026,BG,PETROL,70.76,370.29,85.17,455.46,0.5
102973,2324,1/28/2026,SI,DIESEL,72.43,296.28,68.14,364.42,1
102974,2325,3/16/2026,HR,DIESEL,183.17,965.36,222.03,1187.39,1
102975,2326,3/7/2026,PL,ADBLUE,266.14,1254.23,288.47,1542.70,0.229025
102976,2327,2/13/2026,DE,PETROL,291.78,1481.42,340.73,1822.15,1
102977,2328,3/29/2026,CZ,PETROL,300.38,1380.17,317.44,1697.61,0.03979
102978,2329,2/13/2026,CH,PETROL,190.78,874.44,201.12,1075.56,1.096394
102979,2330,3/20/2026,SK,DIESEL,175.77,810.9,186.51,997.41,1
102980,2331,3/1/2026,HU,PETROL,100.4,460.52,105.92,566.44,0.00256
102981,2332,4/3/2026,AT,PETROL,258.68,1085.49,249.66,1335.15,1
102982,2333,2/24/2026,FR,PETROL,361.63,1572.29,361.63,1933.92,1
102983,2334,2/11/2026,BE,DIESEL,25.3,133.12,30.62,163.74,1
102984,2335,2/27/2026,NL,PETROL,141.5,643.39,147.98,791.37,1
102985,2336,3/6/2026,ES,PETROL,297.13,1641.97,377.65,2019.62,1
